Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
236,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert

          
(mit leuchtenden blick):

          
Fünfdöised Mark! Mit dem wär m'r gholfe!

        
",16,greber-d-jumpfer-prinzesse
237,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Leider Gotts bin i ken Millionär, nit emol e wohlhäwiger Mænner, un kann mim Kind nit viel mitgenn.
          Ich hab freili e bissel Münz üf d'Sitt gelait . . . m'r kann sie awer alle-n-Auesblick so notwendig
          brüche . . . b'sundersch wenn m'r als alter wurd un mürwer . . . Dis het m'r noch in de letschte Däj
          gsehn. Min Coiffeursalon isch verkauft, ich kann nit üs Zinse lab. Schriewe mueß ich noch gehn, daß
          ich e bissel ebbs verdeene. — — Mais c'est égal. Wer's Jeanne kriejt, kann stolzi sin. 
          
(Mænner hört Jeanne draußen Singen)
 Ecoutez, do kummt's gradi. E Stimm wie e Nachtigall. 
          
(Albert tritt ein wenig zurück.)

        
",16,greber-d-jumpfer-prinzesse
238,drama,Jeanne,F,,,,"
          
Jeanne:

          

          
(17 Jahre alt; bildhübsche, schlanke Erschienung; eenfach aber ge-

          
5

          

          
schmackvoll gekleidet ; sie trägt ein Gebetbuch und einen Sonnenschirm Unbefangen und
          fröhlichen)
 Bonjour Bäbbe! 
          
(eilt auf ihn zu, umhalst ihn und giebt ihm einen Kuß).

        
",17,greber-d-jumpfer-prinzesse
239,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Bonjour, liebs Kind. — Siehsch, do isch au d'r Mößjö Albert.

        
",17,greber-d-jumpfer-prinzesse
240,drama,Jeanne,F,,,,"
          
Jeanne:

          
Bardon Herr Albert. D'r Bäbbe het viel un oft noch 'ne gefröujt. — Gell Bäbbe ?

        
",17,greber-d-jumpfer-prinzesse
241,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ich hab'm schun sine Lawaß gen. — Gib im Herr Albert au d'Hand.

        
",17,greber-d-jumpfer-prinzesse
242,drama,Jeanne,F,,,,"
          
Jeanne:

          
Awer gern 
          
(legt ihr Gebetbuch auf die Kommode)
 Bonjour Herr Albert.

        
",17,greber-d-jumpfer-prinzesse
243,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert

          
(bewegt):

          
Bonjour, Mamsell Jeanne. — Sie han hit so Schön gsunge in d'r Kirich.

        
",17,greber-d-jumpfer-prinzesse
244,drama,Jeanne,F,,,,"
          
Jeanne:

          
Merci bien. å Sie wölle m'r secher nur Kumplemente mache.

        
",17,greber-d-jumpfer-prinzesse
245,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Awer gar nit, awer gar nit.

        
",17,greber-d-jumpfer-prinzesse
246,drama,Jakob Schmelzer,M,,,,"
          
Scchmelzer:

          
So ebbs hört's nit gern, 's isch zue bscheide.

        
",17,greber-d-jumpfer-prinzesse
247,drama,Jeanne,F,,,,"
          
Jeanne:

          
Awer Bäbbe!

        
",17,greber-d-jumpfer-prinzesse
248,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ja‚, d'r Herr Albert isch au in d'r Veschper gesin. Dis isch awer Schön vum.

        
",17,greber-d-jumpfer-prinzesse
249,drama,Jeanne,F,,,,"
          
Jeanne

          
(zu Abert):

          
Isch's wohrer ?

        
",17,greber-d-jumpfer-prinzesse
250,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Sie han mich nit bemerkt? Ich bin im erschte Platz am Chor gsin.

        
",17,greber-d-jumpfer-prinzesse
251,drama,Jeanne,F,,,,"
          
Jeanne:

          
Offe gstande, nein.

        
",17,greber-d-jumpfer-prinzesse
252,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Dis dhüed m'r awer lid.

        
",18,greber-d-jumpfer-prinzesse
253,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer

          
(zu Jeanne):

          
M'r han Bsüch. d'Göttel isch do.

        
",18,greber-d-jumpfer-prinzesse
254,drama,Jeanne,F,,,,"
          
Jeanne:

          
Schun langer? Wo isch sie?

        
",18,greber-d-jumpfer-prinzesse
255,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
In minere Stub. Bi d'r Mamme.

        
",18,greber-d-jumpfer-prinzesse
256,drama,Jeanne,F,,,,"
          
Jeanne:

          
Ich kumme no glich. 
          
(flüstert ihm ins Ohr)
 Ich dhue mich gradi noh andersch an 
          
(im Abgehen zu Albert)
 Au revoir, Herr Albert.

        
",18,greber-d-jumpfer-prinzesse
257,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Au revoir, Mamsell Jeanne 
          
(Jeanne ab nach rechts).

        
",18,greber-d-jumpfer-prinzesse
258,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer :

          
gelte Sie, e Prachtskerl, dis Maidl. Do laachter eim 's Härze im Leib, wenn m'r 's bedrachte.

        
",18,greber-d-jumpfer-prinzesse
259,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Ich weiß gar nit, wie m'r isch.

        
",18,greber-d-jumpfer-prinzesse
260,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer :

          
Also, comme je l'ai dit, mon cher, swiwiere Sie meinen conseil . . . schaffe Sie ruewie wittersch . . .
          verlicht finde Sie au ebber, wo'ne üf Ir ehrlichs G'sicht anne e bissel Gald vorstoßt . . . un derno
          gebiezt, daß ne d'r Schweiss üsgeht. Drno wäre Sie schun reüssire.

        
",18,greber-d-jumpfer-prinzesse
261,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert

          
(in Gedanken versunken);

          
Fünfdöised Mark un d'rno d' Werikstatt!

        
",18,greber-d-jumpfer-prinzesse
262,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Geduld jeune homme . . . nit de Kopf henke lon. Simliere Sie dere Gschicht nit ze viel noch. Wenn
          sie emol so witt sin, wäre m'r schun sehn.

        
",18,greber-d-jumpfer-prinzesse
263,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Drno isch's awer verlicht schun ze spoot.

        
",18,greber-d-jumpfer-prinzesse
264,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Babberlababb. Zuem Hirothe isch's nie ze spoot.

        
",18,greber-d-jumpfer-prinzesse
265,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Un wenn i Meischter wär un hätt e Guten Werikstatt, dhädde Sie mir Ihr Jeanne gen?

        
",18,greber-d-jumpfer-prinzesse
266,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Morjen schun, odder hit, wenn Sie wölle.

        
",19,greber-d-jumpfer-prinzesse
267,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Isch dies Ihr Arnscht, Herr Schmelzer?

        
",19,greber-d-jumpfer-prinzesse
268,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Min Arnscht. Wenn ich ebbs saa, ze gelte's au.

        
",19,greber-d-jumpfer-prinzesse
269,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Un . . . 's Jeanne?

        
",19,greber-d-jumpfer-prinzesse
270,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Dodrum lon Sie sich ken gröuji hoor wachsen. Dis will i schun ranschiere.

        
",19,greber-d-jumpfer-prinzesse
271,drama,Albert Sänger,M,locksmith,crafts,lower_middle_class,"
          
Albert:

          
Merci, merci vielmols, — — Ich will drno versuchen, was in meinen Kraft steht. Verlicht kann ich ne
          schun ball Antwort saaue.

        
",19,greber-d-jumpfer-prinzesse
272,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Soll mich fraije, soll mich fraije. Adieu, Herr Albert. 
          
(Albert ab)
 Schade, daß ich ken richer Mænner bin.

        
",19,greber-d-jumpfer-prinzesse
273,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer

          
(steckt den Kopf herein);

          
Isch d'r ander schun furt?

        
",19,greber-d-jumpfer-prinzesse
274,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Grad im Moment.

        
",19,greber-d-jumpfer-prinzesse
275,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer :

          
(tritt näher an ihren Mænner; während des folgende Gesprächs steht Frau Schwindt abseits, links
          am Nachttischchen und macht sich dort zu schaffen; sie folgt aber der Unterhaltung. Während Frau
          Schmelzer halbläuten spricht , giebt Schmelzer läuten Antwort):

          
Was het'r gewöllt? Ihr han jo merkwürdig langer ze babble ghet. Gell, weje-n-em Jeanne.

        
",19,greber-d-jumpfer-prinzesse
276,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ja‚.

        
",19,greber-d-jumpfer-prinzesse
277,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Was hesch'm for-e-n-Antwort gen ?

        
",19,greber-d-jumpfer-prinzesse
278,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Er soll noch warte drmit, 's isch noch ze frühj.

        
",19,greber-d-jumpfer-prinzesse
279,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Un hesch'm nit definitivi nein gsaat ?

        
",19,greber-d-jumpfer-prinzesse
280,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Nein.

        
",20,greber-d-jumpfer-prinzesse
281,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Dis isch e richtig Dummheiten. So wäre m'r ne unser Lebdesdaa nit los.

        
",20,greber-d-jumpfer-prinzesse
282,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Laisse donc. Wurum denn?

        
",20,greber-d-jumpfer-prinzesse
283,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Allewyl din weiche Härze. Wie e Stückel Wachs. 's isch nit ze Glöüwe.

        
",20,greber-d-jumpfer-prinzesse
284,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Voyons, mach m'r de Gaul nit scheij.

        
",20,greber-d-jumpfer-prinzesse
285,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Denk dran, was i d'r vori gsaat hab. 's wurd nix drüs.

        
",20,greber-d-jumpfer-prinzesse
286,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ze bin i jo ferdi.

        
",20,greber-d-jumpfer-prinzesse
287,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Dis bisch au.

        
",20,greber-d-jumpfer-prinzesse
288,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Harrschaft noch emol! Loß mi doch in Fridde. — — Ich bin miede, ich hab Kopfweh.

        
",20,greber-d-jumpfer-prinzesse
289,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
De kannsch awer au nit Vrstand annahme.

        
",20,greber-d-jumpfer-prinzesse
290,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ich hab genue jetz. Leije will ich e bissel. — D'r Kopf isch m'r ganz dumma 
          
(geht brummelnd nach links ab)

        
",20,greber-d-jumpfer-prinzesse
291,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Wo will'r anne?

        
",20,greber-d-jumpfer-prinzesse
292,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer :

          
Er isch miede. 'r geht e bissel schloofe.

        
",20,greber-d-jumpfer-prinzesse
293,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Was het'r denn ze brummle?

        
",20,greber-d-jumpfer-prinzesse
294,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer :

          
's isch awer au wohrer. Mit Mannslitt gschirre isch wajer ken Kleinigkeii. Denk nur, d'r Albert het
          weje-n-em Jeanne gfröujt. Meinsch, daß'r ne heimgschickt het, wie sich's ghört? Ken Idee, 'r het so
          Guten wie zuegesaat. Was saasch jetz dodrzue ?

        
",21,greber-d-jumpfer-prinzesse
295,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Dis will nix bedidde.

        
",21,greber-d-jumpfer-prinzesse
296,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Wieso nit?

        
",21,greber-d-jumpfer-prinzesse
297,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
's kummt jo doch allei uffs Jeanne an.

        
",21,greber-d-jumpfer-prinzesse
298,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Awer bedenk doch, wenn'r sich's in de Kopf setzt!

        
",21,greber-d-jumpfer-prinzesse
299,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Schadt nix. — — Dis isch e Guten Trümpf in d'r Hand.

        
",21,greber-d-jumpfer-prinzesse
300,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
E Trümpf?

        
",21,greber-d-jumpfer-prinzesse
301,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Bisch dü awer einfältig.

        
",21,greber-d-jumpfer-prinzesse
302,drama,Jeanne,F,,,,"
          
Jeanne

          
(im Hauskleid):

          
Do bin ich. Bonjour beisammen.

        
",21,greber-d-jumpfer-prinzesse
303,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Hawich's nit gsaat, 's Jeanne isch kumme.

        
",21,greber-d-jumpfer-prinzesse
304,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer

          
(leise zu Frau Schwindt):

          
Nix saaue.

        
",21,greber-d-jumpfer-prinzesse
305,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt

          
(ebenso):

          
Ken Woorte.

        
",21,greber-d-jumpfer-prinzesse
306,drama,Jeanne,F,,,,"
          
Jeanne:

          
Die Schön Breddi. d'ganz Kirich het Wasser in de-n-Aue ghet. Un d'r Bischof het au noch e-n-Ansproch
          g'halte.

        
",21,greber-d-jumpfer-prinzesse
307,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Sunsch nix Neijs ?

        
",21,greber-d-jumpfer-prinzesse
308,drama,Jeanne,F,,,,"
          
Jeanne:

          
Nit, daß i wüßt. Ich hab heissa.

        
",22,greber-d-jumpfer-prinzesse
309,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Ganzi roti Backe hesch. — — Wenn ich dich so bedrachte, meinen ich als, daß de ganz andersch erüs
          luejsch wie sunsch.

        
",22,greber-d-jumpfer-prinzesse
310,drama,Jeanne,F,,,,"
          
Jeanne:

          
Wirklich ?

        
",22,greber-d-jumpfer-prinzesse
311,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
So glückliche, so zefriede.

        
",22,greber-d-jumpfer-prinzesse
312,drama,Jeanne,F,,,,"
          
Jeanne:

          
Bin ich au, Dande.

        
",22,greber-d-jumpfer-prinzesse
313,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt

          
(zu Frau Schmelzer);

          
Awer 's leijt so ebbs Kurioses in sine-n-Aue un üf de Backe. Weiß selbscht nit wie.

        
",22,greber-d-jumpfer-prinzesse
314,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Dis kann i jetzt nit gradi finde.

        
",22,greber-d-jumpfer-prinzesse
315,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Ja‚, du nemmsch dis nit in Acht, wil de 's jede Daa um dich hesch. Awer mir fallt's üf.

        
",22,greber-d-jumpfer-prinzesse
316,drama,Jeanne,F,,,,"
          
Jeanne:

          
Geh doch, de machsch Gspaß.

        
",22,greber-d-jumpfer-prinzesse
317,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Awer secher. — Schön bisch worre.

        
",22,greber-d-jumpfer-prinzesse
318,drama,Jeanne,F,,,,"
          
Jeanne:

          
Eim so ze flattiere!

        
",22,greber-d-jumpfer-prinzesse
319,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
De hesch so ebbs Verklärts im G'sicht, so ebbs Iwwernadierlichs, gradi wie e
          
..... wie e . . . wie soll i denn gschwind saa ..... wie e Huchzytt.

        
",22,greber-d-jumpfer-prinzesse
320,drama,Jakob Schmelzer,M,,,,"
            
Frau Schmelzer

            
(leise zu Frau Schwindt) :

            
Loß doch!

          
",22,greber-d-jumpfer-prinzesse
321,drama,Jeanne,F,,,,"
            
Jeanne

            
(wird über und über rot);

            
Awer nein Dande!

          
",22,greber-d-jumpfer-prinzesse
322,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
. . . Jeanne . . . eb daß ich's vergiß . . . sollsch d'r Morjen Middaa freia nemme, het d'r Bäbbe
          gsaat.

        
",23,greber-d-jumpfer-prinzesse
323,drama,Jeanne,F,,,,"
          
Jeanne

          
(bleibt wie versunken stehn).

        
",23,greber-d-jumpfer-prinzesse
324,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Hör doch, Jeanne. D'r Bäbbe meint...

        
",23,greber-d-jumpfer-prinzesse
325,drama,Jeanne,F,,,,"
          
Jeanne:

          
Ach so. 
          
(gewinnt allmählig ihre Fassung wieder)
 Morjenn Middaa. Ganzi Rechte. — — Morjenn isch jo... ja
          ja 
          
(wieder wie vorher)
's isch schun alles bsorjt Mamme. Hab Morjen de ganze Daa freia
          kriejt. Wie soll ich dine Namesdaa vergasse !

        
",23,greber-d-jumpfer-prinzesse
326,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Du hesch wirklich dran gedenkt!

        
",23,greber-d-jumpfer-prinzesse
327,drama,Jeanne,F,,,,"
          
Jeanne:

          
Siehsch jo.

        
",23,greber-d-jumpfer-prinzesse
328,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Ahja! 's isch bi Gott wohrer. Ich kumme Morjen-n-au e Sprung, wenn's d'r paßt. 
          
(sie tritt ans Fenster)

        
",23,greber-d-jumpfer-prinzesse
329,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
kumme nur. Ich hab d'r's so wie so wölle saaue.

        
",23,greber-d-jumpfer-prinzesse
330,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Emelie, kumme doch emol gschwind do here. Do hunte steht schun e Wyl e Jungi Herr un luejt's Huus
          nuff . . . wie wenn'r ebbs suche dhädd.

        
",23,greber-d-jumpfer-prinzesse
331,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer

          
(tritt ans Fenster):

          
Zaij emol.

        
",23,greber-d-jumpfer-prinzesse
332,drama,Jeanne,F,,,,"
          
Jeanne

          
(eilt ans andere Fenster, wendet sich aber sofort ab und tritt ufgeregt in die Mitte des
          Zimmers)

        
",23,greber-d-jumpfer-prinzesse
333,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Kannsch sehn?

        
",23,greber-d-jumpfer-prinzesse
334,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Ma foi, dis isch jo .....

        
",23,greber-d-jumpfer-prinzesse
335,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Ja‚, dis isch'r. Dis isch d'r Jungi Herr Steinfeld. Gell, Jeanne?

        
",23,greber-d-jumpfer-prinzesse
336,drama,Jeanne,F,,,,"
          
Jeanne

          
(für sich):

          
O Gott!

        
",24,greber-d-jumpfer-prinzesse
337,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Was der do suecht ? 
          
(leise zu Frau Schmelzer)
 Hesch gsehn, wie's d'Farb schanschiert het?

        
",24,greber-d-jumpfer-prinzesse
338,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer :

          
Was hesch, Kind?

        
",24,greber-d-jumpfer-prinzesse
339,drama,Jeanne,F,,,,"
          
Jeanne

          
(sich beherrschend):

          
Nix, Mamme, gar nix.

        
",24,greber-d-jumpfer-prinzesse
340,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Jetz isch'r in d'Hüsdhier nin. Wursch sehn, der kummt zue uns do nuff. E nowli Visit.

        
",24,greber-d-jumpfer-prinzesse
341,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Wurum hesch denn din Schön Kleid nit angebhalte, Jeanne? Ich bin au gar nit en ,toilette''. 
          
(zupft sich zurecht)

        
",24,greber-d-jumpfer-prinzesse
342,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Was der nur will? — Sicherlich ebbs Gschäftlichs.

        
",24,greber-d-jumpfer-prinzesse
343,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
's Härze steht m'r stilli. — Kannsch dü genue französch? Ich ken Woorte.

        
",24,greber-d-jumpfer-prinzesse
344,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Mit mir isch's au nit wit here. Awer loß nur; ich mach schun d'Conversation; ich hab mit so Herr
          viel ze dhuen.

        
",24,greber-d-jumpfer-prinzesse
345,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Jeanne, de bisch doch anderthalwe Johr in d'r französche Schwyz gsin . . . 
          
(es klopft)

        
",24,greber-d-jumpfer-prinzesse
346,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Dis isch'r. Ruef doch. — — Wie kann m'r nur! Entrez!

        
",24,greber-d-jumpfer-prinzesse
347,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz

          
(Jungi Mænner im alter von ungefähr 20 Jahren; feingekleidet; verstörter, aber entschlossener
          Ausdruck im G'sicht, bleibt an der Thüre stehen):

          
Bonsoir, mesdames. 
          
(sieht Jeanne)
 Bonsoir, mademoiselle Schmelzer. 
          
(Paus')

        
",24,greber-d-jumpfer-prinzesse
348,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Mößjö Steinfeld, wenn ich mich nit trumpier.

        
",24,greber-d-jumpfer-prinzesse
349,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz:

          
Oui, madame, Frédéric Steinfeld.

        
",24,greber-d-jumpfer-prinzesse
350,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
E großi Ehr for eß, Herr Steinfeld.

        
",25,greber-d-jumpfer-prinzesse
351,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Verlicht will d'r Jungi Herr Platz nemme, — Jeanne, langer doch emol de Fodell, es sitzt sich so Guten
          drinne. 
          
(Jeanne bleibt regungslos stehen.)

        
",25,greber-d-jumpfer-prinzesse
352,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz:

          
Merci bien ..... lon Sie nur ..... 's isch jo nur for e-n-Auesblick.

        
",25,greber-d-jumpfer-prinzesse
353,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
's isch halte nit herrschäftli bi uns. Awer proper isch doch, un 's steckt viel Ärwet drinne, Herr
          Steinfeld. 
          
(Paus')

        
",25,greber-d-jumpfer-prinzesse
354,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
E Schön Daa hit. — Jetz wurd m'r's doch anfanges inne, daß Frühjohr isch. — Wenn's Wetter nur so
          furtmacht.

        
",25,greber-d-jumpfer-prinzesse
355,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
's isch mini Schweschter, Herr Steinfeld,

        
",25,greber-d-jumpfer-prinzesse
356,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Un Göttel zuem Jeanne, Herr Steinfeld.

        
",25,greber-d-jumpfer-prinzesse
357,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz:

          
Han Sie e Moment d'r Zitt’, Mademoiselle Schmelzer ?

        
",25,greber-d-jumpfer-prinzesse
358,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt;

          
M'r könne-n-eß jo so langer zeruckzeije, Herr Steinfeld.

        
",25,greber-d-jumpfer-prinzesse
359,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer

          
(leise zu Frau Schwindt):

          
Hör, dis isch doch ken Politesse, wenn m'r jetz furtgehn.

        
",25,greber-d-jumpfer-prinzesse
360,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
kumme nur. Dis kennsch dü nit.

        
",25,greber-d-jumpfer-prinzesse
361,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz:

          
's isch nur for e-n-Auesblick.

        
",25,greber-d-jumpfer-prinzesse
362,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Wurum denn nit, Herr Steinfeld 
          
(nimmt Frau Schmelzer am Arm).

        
",25,greber-d-jumpfer-prinzesse
363,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer

          
(im Abgehen leise zu Frau Schwindt) :

          
Im Jeanne sini Stubb. D'r Bäbbe schlooft 
          
(beide rechts ab).

        
",25,greber-d-jumpfer-prinzesse
364,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz

          
(eilt auf Jeanne zu und küßt sie):

          
Jeanne! Jeanne!

        
",26,greber-d-jumpfer-prinzesse
365,drama,Jeanne,F,,,,"
          
Jeanne

          
(scheu):

          
Nein!

        
",26,greber-d-jumpfer-prinzesse
366,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz:

          
Liebs guets Jeanne!

        
",26,greber-d-jumpfer-prinzesse
367,drama,Jeanne,F,,,,"
          
Jeanne:

          
Bedenk doch ..... ich Bitt dich drum.

        
",26,greber-d-jumpfer-prinzesse
368,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz:

          
Dü hesch erecht. 's isch besser so.

        
",26,greber-d-jumpfer-prinzesse
369,drama,Jeanne,F,,,,"
          
Jeanne:

          
Dü kummsch do herel — — 
          
(hastig)
 Gell, 's isch ebbs passiert ?!

        
",26,greber-d-jumpfer-prinzesse
370,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz:

          
Ob ebbs passiert isch! Mon dieu! mon dieu! 
          
(er setzt sich auf einen Stuhl am großen Tisch und verbirgt seinen Kopf in beiden
          Händen).

        
",26,greber-d-jumpfer-prinzesse
371,drama,Jeanne,F,,,,"
          
Jeanne:

          
Um alles vun d'r Welt, Fritz, was isch gschehn? — — Fritz, saa m'r's; saa m'r's, wenn de mich gern
          hesch. Saa doch, Liawe, Guten Fritz. De wursch sehn, ich bin ken unverständigs Kind meh. Vertröuj
          m'r's an, es man sin, was es will.

        
",26,greber-d-jumpfer-prinzesse
372,drama,Fritz Steinfeld,M,,,upper_middle_class,"
          
Fritz:

          
Guten denn, de muesch's jo doch emol wisse: 's isch alles verloren!

        
",26,greber-d-jumpfer-prinzesse
373,drama,Jeanne,F,,,,"
          
Jeanne:

          
Alles verloren?!

        
",26,greber-d-jumpfer-prinzesse
