Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,avgLexVal,lexRatio
132,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Ich ha Dir kei Rechenschaft abz'lege.

        
",26,lustig-im-julie-si-gheimniss,8,1,0.0,0.125
133,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Wenn ich viellicht selbst thàt...

        
",26,lustig-im-julie-si-gheimniss,6,1,0.0,0.16666666666666666
134,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Allons, in dr Lade-n-awe!... müess ich Dich an
                        de-n-Ohre-n-awe fiehre!

        
",26,lustig-im-julie-si-gheimniss,18,2,0.0,0.1111111111111111
135,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Ich gang, Herr Rothfuchs... ich gang...
(fir sich)
 das
                        wird schön geh!
(er geht hinte-n-üse).

        
",27,lustig-im-julie-si-gheimniss,22,3,0.25090930285593044,0.13636363636363635
136,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs

          
(allei)

          
's isch decidiert jetz... ich will ne-n-in dere Creatür
                        üs de Klaüe risse... ich ha-n-em g'sàit, se trumpiert
                        ne... bis dohi weiss i noch nit, awer 's isch jo schier
                        allewil dr Fall... wenn ich nur kännt ebbes ufbringe...

        
",27,lustig-im-julie-si-gheimniss,48,4,0.0,0.08333333333333333
137,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(kunnt hinte-n-ine ku z'laüfe)

          
isch's möglig!... Dü, Emma!...
(fir sich)
 tiens, 's isch
                        e Herr!... ich bi doch ganz sicher, ass ich d'Jumpfer
                        Emma g'sàh ha do am Fenster.

        
",27,lustig-im-julie-si-gheimniss,39,6,0.136,0.15384615384615385
138,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Was wàr Ihne g'fallig, güeter Frind?

        
",27,lustig-im-julie-si-gheimniss,8,3,0.2259056250832985,0.375
139,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(lüegt ummenander)

          
Ich ha schint's e letze Thüre gnu...

        
",27,lustig-im-julie-si-gheimniss,13,1,0.0,0.07692307692307693
140,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Süeche Se-n-ebber?

        
",28,lustig-im-julie-si-gheimniss,6,2,0.0,0.3333333333333333
141,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Oder ich bi viellicht z'viel Stege-n-ufe?... ich hatt
                        glaübt, 's isch do...

        
",28,lustig-im-julie-si-gheimniss,16,1,0.0,0.0625
142,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Ich ka-n-Ihnen viellicht Üskunft gà!

        
",28,lustig-im-julie-si-gheimniss,9,3,0.0,0.3333333333333333
143,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Ich süech e junge Dame-n-im zweite Stock.

        
",28,lustig-im-julie-si-gheimniss,10,4,0.08325,0.4
144,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Im zweite?... das isch do... 's wohnt sunscht Nieme-n-uf
                        dem Bode.

          

        
",28,lustig-im-julie-si-gheimniss,15,2,0.2735,0.13333333333333333
145,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Ah, 's isch do!... un die junge Dame?

        
",29,lustig-im-julie-si-gheimniss,9,2,0.1665,0.2222222222222222
146,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Hàn Sie ebbes mit ere z'rede?

        
",29,lustig-im-julie-si-gheimniss,9,1,0.0,0.1111111111111111
147,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(embarrassiert)

          
Das heisst... ich hätt se gern g'sàh...
(fir sich)
 das
                        hätt ich nitt sotte sage.

        
",29,lustig-im-julie-si-gheimniss,21,2,0.2735,0.09523809523809523
148,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Wer, d'Jumpfer Julie?

        
",29,lustig-im-julie-si-gheimniss,6,2,0.0,0.3333333333333333
150,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Kenne Sie se denn?

        
",30,lustig-im-julie-si-gheimniss,6,1,0.0,0.16666666666666666
151,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(fir sich)

          
Ich hätt das nitt sotte sage
(lüt)
 ich kenn se ne
                        wenig... ich ha se scho g'sàh in Strossburg...

        
",30,lustig-im-julie-si-gheimniss,26,2,0.0,0.07692307692307693
152,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Ah, in Strossburg?
(fir sich)
 's wird
                        efange-n-intressant.

        
",30,lustig-im-julie-si-gheimniss,14,3,0.14066666666666666,0.21428571428571427
153,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Ich ha-n-ere dert vor ebbes Zit e Nàihmaschine verkaüft
                        un ha se lehre nàie druf, d'Jumpfer Emma... denn se
                        heisst Emma, 's isch ganz sicher.

        
",30,lustig-im-julie-si-gheimniss,29,5,0.1632,0.1724137931034483
154,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
's isch möglig...
(fir sich)
 so Jumpfraüe changiere Name
                        wie Hemd!

        
",30,lustig-im-julie-si-gheimniss,15,2,0.0,0.13333333333333333
155,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Nochher bin i derno uf Milhüse ku mit mine Nàihmaschine
                        un ich hätt nitt glaübt, ass ich se-n-eso bol wieder
                        sieh, bis vorig, wo-n-ich dert awe gange bi, ha-n-ich
                        par hasard do iwere g'lüegt un ha se-n-am Fenster g'sàh
                        steh.

        
",31,lustig-im-julie-si-gheimniss,49,3,0.18233333333333335,0.061224489795918366
156,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Do hàn Se se schint's noch allewil gern, wie-n-ich
                        hör?...

        
",31,lustig-im-julie-si-gheimniss,15,3,0.18233333333333335,0.2
158,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Worum denn nitt?... sage Sie's nur herzhaft!
(fir sich)

                        das kunnt jo wie g'wunsche
(lüt)
 's macht mr g'wiss e
                        rechte Freid.

        
",31,lustig-im-julie-si-gheimniss,29,6,0.13859634519565706,0.20689655172413793
160,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Thüet Sie das wund're?

        
",32,lustig-im-julie-si-gheimniss,6,1,0.0,0.16666666666666666
161,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Ne wenig... wo-n-ich Sie ewe do atroffe ha, so ha-n-ich
                        eso halwer denkt, ass se mich viellicht vergesse hat un
                        jetz g'hirothe-n-isch un ass Sie dr Mann sin...

        
",32,lustig-im-julie-si-gheimniss,35,3,0.14599999999999996,0.08571428571428572
162,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Gottlob, nei, ich bin 'n nitt...

        
",32,lustig-im-julie-si-gheimniss,8,1,0.0,0.125
163,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Oh!... Sie thien mr 's Lewe rette!

        
",32,lustig-im-julie-si-gheimniss,8,1,0.4126958620011229,0.125
164,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Sie freie sich viellicht z'g'schwind!

        
",32,lustig-im-julie-si-gheimniss,8,3,0.19090280948325644,0.375
165,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Worum... isch se viellicht mit erne-n-Andre?...

        
",33,lustig-im-julie-si-gheimniss,9,1,0.0,0.1111111111111111
166,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Mit eme-n-And're, jà... awer nitt g'hirothe.

        
",33,lustig-im-julie-si-gheimniss,10,1,0.0,0.1
168,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Güeter junger Mensch!

        
",33,lustig-im-julie-si-gheimniss,5,3,0.3369056250832985,0.6
169,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Sie... ne so ne rechtschaffene Person!... ah, wege dem
                        heisst se jetz Julie... un er... isch's e schöner Mann?

        
",33,lustig-im-julie-si-gheimniss,21,2,0.5953639542838955,0.09523809523809523
170,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Wenn ich ibildet wàr, thàt ich jo sage...

        
",34,lustig-im-julie-si-gheimniss,10,1,0.0,0.1
172,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Ich selbst... mit Geld ka me-n-alles mache!

        
",34,lustig-im-julie-si-gheimniss,11,2,0.0,0.18181818181818182
173,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Ich weiss nitt... awer 's juckt mr... ich thàt Ene gern
                        ebbes ischla... ne paar Rippe züem Exempel...

        
",34,lustig-im-julie-si-gheimniss,19,1,0.547,0.05263157894736842
174,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Junger Mensch, das isch schön vo-n-Ihne... ich sieh
                        scho, Sie hàn se noch allewil gern.

        
",34,lustig-im-julie-si-gheimniss,19,5,0.32654558171355824,0.2631578947368421
175,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Ich?... ich veracht se... ich will nit meh vo-n-ere
                        wisse!

        
",35,lustig-im-julie-si-gheimniss,13,1,0.0,0.07692307692307693
176,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Sie hàn se liewer as nur emol, das isch klar... mir
                        känne-n-uns arrangiere, denn ich ha se nimmig gern.

        
",35,lustig-im-julie-si-gheimniss,23,4,0.43494627357432003,0.17391304347826086
178,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Sie derfe mir glaüwe... mit dr Zit vergeht halt alles...
                        ich wàr sogar froh, wenn ihre ne-n-Andrer dr Hof thàt
                        mache.

        
",35,lustig-im-julie-si-gheimniss,25,5,0.23391983428462285,0.2
179,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Also halte Sie nimmig an ere?

        
",35,lustig-im-julie-si-gheimniss,7,1,0.0,0.14285714285714285
180,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Nitt im g'ringste... geniere Sie sich nitt... wenn Sie
                        se känne mitnàh, isch's mir desto liewer; 's isch noch
                        allewil e schöne Person.

        
",36,lustig-im-julie-si-gheimniss,26,4,0.39705950448329236,0.15384615384615385
181,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Oh, wenn ich ere nur recht kännt d'Meinung sage...

        
",36,lustig-im-julie-si-gheimniss,11,2,0.0,0.18181818181818182
182,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Das känne Se... se-n-isch dert in ihrem Zimmer... ich
                        mach mich dervo
(er geht hinte-n-üse).

        
",36,lustig-im-julie-si-gheimniss,23,1,0.0,0.043478260869565216
183,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(allei)

          
Oh!... ich bin im e Züestand!... ich kenn mi nimmig!...
                        d'Jumpfer Emma, sie, ne-n-Anderer!... ich sott se
                        nimmig alüege... ich will glaüb liewer geh!
(er geht
                        gege dr Thüre-n-un kunnt wieder)
 nei... se müess wisse,
                        was ich vo-n-ere hake thüe...'s müess dert si, wo
                        se-n-üseg'lüegt hat
(er zeigt links un geht geh
                        aklopfe.

        
",36,lustig-im-julie-si-gheimniss,70,5,0.2618754471178341,0.07142857142857142
184,comedy,EMMA,F,,,,"
          
Emma

          
(kunnt üse)

          
Eh tiens!... Sie, Herr Adolph!

        
",36,lustig-im-julie-si-gheimniss,10,2,0.2728393618750922,0.2
185,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(trucke)

          
Ich, jà... Adie!

        
",37,lustig-im-julie-si-gheimniss,7,1,0.0,0.14285714285714285
187,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Alles, jà... denn wenn ich afange wott.

          

        
",37,lustig-im-julie-si-gheimniss,8,1,0.422,0.125
188,comedy,EMMA,F,,,,"
          
Emma.

          
Herr Adolph...

        
",37,lustig-im-julie-si-gheimniss,3,1,0.0,0.3333333333333333
189,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Sie brücht mich nitt süeche z'ruckz'halte, 's isch
                        unnöthig.

        
",37,lustig-im-julie-si-gheimniss,11,1,0.0,0.09090909090909091
190,comedy,EMMA,F,,,,"
          
Emma.

          
Isch das jetz Ihre Freid, wo Sie hàn, ass Sie mich
                        wieder sàhn?...

        
",38,lustig-im-julie-si-gheimniss,14,1,0.8315780711739423,0.07142857142857142
191,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Unglicklig macht's mi!... grine mächt i...

        
",38,lustig-im-julie-si-gheimniss,8,2,0.0,0.25
193,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Oh!... worum isch Sie uf Milhüse ku!

        
",38,lustig-im-julie-si-gheimniss,8,2,0.2735,0.25
195,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Was macht Sie do un züe was wird Sie das noch fiehre!

        
",39,lustig-im-julie-si-gheimniss,13,2,0.0,0.15384615384615385
198,comedy,EMMA,F,,,,"
          
Emma.

          
Natirlig... un siter ass mir uns nimmig g'sàh hàn,
                        ha-n-ich noch Fortschritte g'macht.

        
",39,lustig-im-julie-si-gheimniss,16,1,0.0,0.0625
199,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(fir sich)

          
Oh jà... schöne Fortschritte
(lüt)
 un Sie zahlt uf das,
                        Jumpfer Julie?

        
",39,lustig-im-julie-si-gheimniss,19,5,0.25994558171355825,0.2631578947368421
200,comedy,EMMA,F,,,,"
          
Emma

          
(verwundert)

          
Jumpfer Julie?...

        
",40,lustig-im-julie-si-gheimniss,6,1,0.0,0.16666666666666666
201,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Oder Emma, 's isch mr eithüen! .. un Sie will eso ne
                        Lewe fiehre, Sie unvorsichtige Person! isch denn das
                        e-n-Existenz?...

        
",40,lustig-im-julie-si-gheimniss,23,2,0.20634793100056145,0.08695652173913043
202,comedy,EMMA,F,,,,"
          
Emma.

          
Sie jügiere mich streng fir eso ne Kleinigkeit.

        
",40,lustig-im-julie-si-gheimniss,9,2,0.0,0.2222222222222222
203,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
E Kleinigkeit... lost Se, Jumpfer Emma, Sie brücht sich
                        nitt süeche-n-üsz'rede... dr Andere, Sie weisst jo
                        wohl, dr Alt', hat mr alles g'sàit!...

        
",40,lustig-im-julie-si-gheimniss,26,3,0.18233333333333335,0.11538461538461539
204,comedy,EMMA,F,,,,"
          
Emma.

          
Sin Se-n-ebbe jaloux... Sie hàn viellicht erfahre ass
                        ich sott hirothe?

        
",40,lustig-im-julie-si-gheimniss,14,2,0.0,0.14285714285714285
205,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Hirothe?...
(fir sich)
 jo, ich weiss, uf was fir
                        e-n-Art

        
",41,lustig-im-julie-si-gheimniss,15,3,0.18233333333333335,0.2
206,comedy,EMMA,F,,,,"
          
Emma.

          
Wenn das isch, känne Sie rüehig si... grad wege dem bin
                        ich jo vo d'heim furt.

        
",41,lustig-im-julie-si-gheimniss,18,1,0.0,0.05555555555555555
208,comedy,EMMA,F,,,,"
          
Emma.

          
Wenn ich awer furt wàr, fir nàcher züe ebberem z'ku,
                        wo-n-ich gern ha?

        
",41,lustig-im-julie-si-gheimniss,17,3,0.18233333333333335,0.17647058823529413
209,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Sie hat ebber gern g'ha?

        
",41,lustig-im-julie-si-gheimniss,6,1,0.547,0.16666666666666666
210,comedy,EMMA,F,,,,"
          
Emma.

          
Natirlig, Sie undankbarer Mensch as Se sin!

          

        
",42,lustig-im-julie-si-gheimniss,8,1,0.0,0.125
211,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Mich? ... isch's möglig!
(fir sich)
 Sie will mich wieder
                        ins Netz locke... awer ich will gar nimmig eso dumm si.

        
",42,lustig-im-julie-si-gheimniss,24,3,0.23266666666666666,0.125
212,comedy,EMMA,F,,,,"
          
Emma.

          
Un ich ha-n- Unrecht g'ha, ich sieh scho... Sie hàn mich
                        vergesse...

        
",42,lustig-im-julie-si-gheimniss,14,1,0.0,0.07142857142857142
213,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Ich Sie vergesse!... wo d'ganze Zit an nit anders denk
                        as an Sie!

        
",42,lustig-im-julie-si-gheimniss,15,4,0.0985,0.26666666666666666
214,comedy,EMMA,F,,,,"
          
Emma.

          
G'wiss... Sie hàn mich noch gern?

        
",42,lustig-im-julie-si-gheimniss,7,1,0.547,0.14285714285714285
215,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Natirlig... un wenn Sie mich in dem Alte will vorzieh,
                        so leg ich Ihre mi Person, mine Nàihmaschine un mi
                        Zimmer z'Fiesse.

        
",43,lustig-im-julie-si-gheimniss,24,2,0.0,0.08333333333333333
217,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(fir sich)

          
Nodem was i erfahre ha?... merci.

        
",43,lustig-im-julie-si-gheimniss,11,2,0.0,0.18181818181818182
219,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Bàh!... verstell Di doch nimmig... 's isch unnöthig
                        zwische-n-uns ... mr känne-n-is jo gern ha, ohne
                        z'hirothe.

        
",43,lustig-im-julie-si-gheimniss,22,1,0.547,0.045454545454545456
220,comedy,EMMA,F,,,,"
          
Emma

          
(zornig)

          
Un Sie traüe mir eso ebbes z'sage?... wenn Sie fir das
                        ku sin, so känne Se wieder geh... 's isch fertig
                        zwische-n-uns!...

        
",44,lustig-im-julie-si-gheimniss,29,3,0.0,0.10344827586206896
221,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(allei)

          
Wie die sich verstelle ka!... awer 's isch eithüen...
                        ich verwitsch se doch...

        
",44,lustig-im-julie-si-gheimniss,17,1,0.0,0.058823529411764705
222,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(kunnt hinte-n-ine)

          
Oho!... ne Herr do bi mir?...

        
",44,lustig-im-julie-si-gheimniss,13,1,0.0,0.07692307692307693
223,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Güet!... do kunnt am End noch Einer.

        
",44,lustig-im-julie-si-gheimniss,8,1,0.6777168752498955,0.125
224,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Eh, tiens, das G'sicht sott ich kenne!...

        
",44,lustig-im-julie-si-gheimniss,8,2,0.2728393618750922,0.25
225,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Ah, ah... hà mir nitt e Mariage g'macht gestert z'Nacht
                        mitnander?

        
",45,lustig-im-julie-si-gheimniss,13,2,0.197,0.15384615384615385
229,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Oh, ich!... 's isch e ganze G'schichte... ne Jumpfre,
                        wo-n-ich atroffe ha do...

        
",45,lustig-im-julie-si-gheimniss,16,1,0.394,0.0625
231,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Oder e junge Dame... doch, das thàt Sie wenig
                        intressiere... drum lewe Se wohl...
(er geht gege dr
                        Thüre).

          

        
",46,lustig-im-julie-si-gheimniss,22,5,0.2585391724002246,0.22727272727272727
232,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(haltet ne z'ruck)

          
Im Gegetheil... erlaüwe Se... ne junge Dame? ich hör
                        gern eso G'schichtle... un wenn's kei G'heimniss wàr...

        
",46,lustig-im-julie-si-gheimniss,25,5,0.17600000000000002,0.2
233,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Gar nitt... ich bi vorig vor em Hüs verbi un ha par
                        hasard ufeg'lüegt un sieh-n-ewe die Jumpf're, ne alte
                        Bekanntschaft vo mir... natirlig bin i halt glich do
                        ane ku un wer triff i a? rothe Se-n-emol.

        
",46,lustig-im-julie-si-gheimniss,43,4,0.13975,0.09302325581395349
236,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Was fir e Liebhawer?

        
",47,lustig-im-julie-si-gheimniss,5,1,0.0,0.2
237,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Dà wo se-n-unterhaltet... e-n-Alter, wo mich derno hat
                        afange-n-üsfroge... ich ha die Bekanntschaft ewe-n-in
                        Strossburg g'macht.

        
",47,lustig-im-julie-si-gheimniss,25,3,0.14066666666666666,0.12
238,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Die vom Alte?

        
",47,lustig-im-julie-si-gheimniss,4,1,0.0,0.25
239,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Nei.. die vo dr Jumpfer Julie.

        
",47,lustig-im-julie-si-gheimniss,7,1,0.0,0.14285714285714285
243,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Emma in Strossburg un Julie in Milhüse... 's isch e
                        Trüc... Sie merke's jo wohl?

        
",48,lustig-im-julie-si-gheimniss,17,1,0.547,0.058823529411764705
244,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(fir sich)

          
's laüft mr ganz heiss dr Ricke-n-ufe!

        
",48,lustig-im-julie-si-gheimniss,14,3,0.13133333333333333,0.21428571428571427
245,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
's isch possig, nitt wohr?... un lose Se nur... dr Alt
                        hat mr g'sàit, er thàt nimmig an ere halte, ich kännt
                        si Platz ha, wenn ich wott.

        
",49,lustig-im-julie-si-gheimniss,29,2,0.164,0.06896551724137931
246,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Was isch das fir e-n-alter Judas gsi?

        
",49,lustig-im-julie-si-gheimniss,10,2,0.0,0.2
247,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Un ich, wo g'meint ha, d'Jumpfer Emma seig d'Unschuld
                        selbst!... ich, wo se ha welle hirothe!

        
",49,lustig-im-julie-si-gheimniss,19,2,0.0,0.10526315789473684
248,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Also isch's denn e Jumpfer Emma, wo Sie vo-n-ere rede?

        
",49,lustig-im-julie-si-gheimniss,14,1,0.0,0.07142857142857142
249,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Oder Julie... wil's d'Gliche-n-isch... ich bi z'erst
                        rasend gsi... awer wo-n-i derno-n-allei bi-n-ere gsi
                        bi...

        
",49,lustig-im-julie-si-gheimniss,27,3,0.0,0.1111111111111111
250,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Ah, ihr sin allei gsi mitnander!

        
",50,lustig-im-julie-si-gheimniss,7,2,0.197,0.2857142857142857
251,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Jo, un noch ziemlig lang... un do känne Se halt wohl
                        denke, ass ich alles wieder vergesse ha... 's isch doch
                        noch allewil e schöne Person...

        
",50,lustig-im-julie-si-gheimniss,27,7,0.2526754155096845,0.25925925925925924
252,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(fir sich)

          
Soll ich ne-n-umbringe!...

        
",50,lustig-im-julie-si-gheimniss,10,2,0.0,0.2
253,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
's isch si noch allewil dr Werth...

        
",50,lustig-im-julie-si-gheimniss,8,1,0.0,0.125
254,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(heftig.)

          
Un Sie meine, das Ding geht eso...

        
",50,lustig-im-julie-si-gheimniss,11,2,0.0,0.18181818181818182
255,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Wil dr Alt' z'friede-n-isch...

          

        
",51,lustig-im-julie-si-gheimniss,8,2,0.288,0.25
256,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Er hat g'loge!... 's isch e Schurk!... das isch
                        e-n-ehrlige Persan, ass Sie's nur wisse... un dà, wo
                        sich g'riehmt hat... oh!... ich wott ne nur sàh... ich
                        wott ne gern do ha, fir em e paar Wort z'sage...
(dr
                        Herr Rothfuchs kuunt hinte-n-ine).

        
",51,lustig-im-julie-si-gheimniss,53,4,0.13675,0.07547169811320754
258,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(fir sich)

          
Mi Patron!

        
",51,lustig-im-julie-si-gheimniss,7,2,0.0,0.2857142857142857
259,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Aha, bisch Dü scho wieder do owe, Fritz, desto besser
                        dasmol.

        
",51,lustig-im-julie-si-gheimniss,13,1,0.0,0.07692307692307693
260,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph

          
(fir sich)

          
Se kenne sich?...

        
",52,lustig-im-julie-si-gheimniss,8,1,0.0,0.125
261,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Was isch jetz, junger Mensch, hàn Se reüssiert?... Sie
                        känne rede vor ihm, 's isch mi G'schàftsfiehrer.

        
",52,lustig-im-julie-si-gheimniss,19,2,0.1665,0.10526315789473684
262,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Adolph.

          
Ah, Sie sin si Herr Patron... wege dem hat er's nitt
                        welle glaüwe...

        
",52,lustig-im-julie-si-gheimniss,15,2,0.0,0.13333333333333333
263,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Was glaüwe?

        
",52,lustig-im-julie-si-gheimniss,4,1,0.0,0.25
265,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Was wànn Se halt, Herr Rothfuchs, ich ha halt nitt
                        denkt... stelle Sie sich an mi Platz.

        
",53,lustig-im-julie-si-gheimniss,18,4,0.0,0.2222222222222222
266,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Scho güet... scho güet.
(züem Adolph)
 Sin Se
                        vorag'ruckt... marschiert das Ding?

        
",53,lustig-im-julie-si-gheimniss,16,3,0.451811250166597,0.1875
